stage_no,date,departure,arrival,profile_type,finish_type,rider_rank,rider,rider_slug,model_score,projected_scorito_points,expected_finish_low,expected_finish_high,confidence,uncertainty,role_assumption,specialty_score,ranking_score,historical_similarity_score,recent_profile_evidence_score,recent_course_evidence_score,role_factor,evidence
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,89,ALBANESE Vincenzo,vincenzo-albanese,0.03708,0.0,82,96,0.466,high,inferred helper; tactics unconfirmed,0.0,0.0043,0.0,0.3257,0.0789,0.94,"2026 #2 Tour of Austria (2.1) (flat; field 108/134; ProfileScore 34, 771vm, 109.0km; adjusted 0.205); 2025 #9 Tour de France (2.UWT) (flat; field 1711/184; ProfileScore 10, 1257vm, 171.4km; adjusted 0.130)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,90,RODRÍGUEZ Cristián,cristian-rodriguez,0.03704,0.0,82,98,0.376,high,inferred helper; tactics unconfirmed,0.0125,0.0236,0.0,0.1294,0.0445,0.94,"2026 #7 Tour of Oman (2.Pro) (hilly; field 338/131; ProfileScore 85, 1606vm, 191.3km; adjusted 0.077); 2024 #4 Tour de France (2.UWT) (hilly; field 1723/181; ProfileScore 109, 1859vm, 199.2km; adjusted 0.039)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,91,BERRADE Urko,urko-berrade-fernandez,0.03609,0.0,84,98,0.418,high,inferred helper; tactics unconfirmed,0.0041,0.0118,0.0,0.1954,0.0984,0.94,"2026 #3 Vuelta a Burgos (2.Pro) (hilly; field 137/176; ProfileScore 138, 3461vm, 211.9km; adjusted 0.086); 2026 #3 Volta Ciclista a Catalunya (2.UWT) (hilly; field 62/107; ProfileScore 117, 2361vm, 175.5km; adjusted 0.073)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,92,GOVEKAR Matevž,matevz-govekar,0.03601,0.0,86,98,0.532,medium-high,inferred helper; tactics unconfirmed,0.0005,0.0027,0.0,0.3038,0.0996,0.94,"2026 #4 Grand Prix de Denain - Porte du Hainaut (1.Pro) (hilly; field 644/186; ProfileScore 55, 2055vm, 194.9km; adjusted 0.126); 2025 #9 Giro d'Italia (2.UWT) (flat; field 946/180; ProfileScore 29, 1666vm, 172.0km; adjusted 0.109)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,93,BERTHET Clément,clement-berthet,0.03461,0.0,85,101,0.387,high,inferred helper; tactics unconfirmed,0.0016,0.0074,0.0,0.2234,0.1035,0.94,"2026 #8 S2 Stage 2 - Tarragona › Barcelona (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.117); 2026 #6 S2 Stage 2 - Tarragona › Barcelona (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.071)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,94,BOUWMAN Koen,koen-bouwman,0.03453,0.0,88,100,0.563,medium-high,inferred co-option,0.0009,0.0011,0.0841,0.1537,0.0612,1.0,"2026 #16 Giro d'Italia (2.UWT) (flat; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.129); 2026 #7 Giro d'Italia (2.UWT) (hilly; field 955/185; ProfileScore 203, 3724vm, 203.0km; adjusted 0.116)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,95,TUCKWELL Luke,luke-tuckwell,0.03427,0.0,87,103,0.375,high,inferred helper; tactics unconfirmed,0.0,0.0208,0.0,0.1182,0.0431,0.94,"2026 #8 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/163; ProfileScore 234, 3202vm, 146.2km; adjusted 0.098); 2026 #3 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/150; ProfileScore 224, 2946vm, 182.3km; adjusted 0.030)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,96,BENNETT George,george-bennett,0.0335,0.0,88,104,0.38,high,inferred helper; tactics unconfirmed,0.0184,0.0169,0.0,0.1654,0.0592,0.94,"2026 #16 Tour de France (2.UWT) (hilly; field 1567/179; ProfileScore 109, 2309vm, 205.8km; adjusted 0.062); 2026 #1 UAE Tour (2.UWT) (hilly; field 2/84; ProfileScore 44, 1200vm, 188.0km; adjusted 0.058)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,97,DE LA CRUZ David,david-de-la-cruz,0.0335,0.0,89,105,0.375,high,inferred helper; tactics unconfirmed,0.0304,0.0235,0.0,0.118,0.0685,0.94,"2026 #8 Giro d'Italia (2.UWT) (hilly; field 955/168; ProfileScore 181, 3257vm, 202.0km; adjusted 0.106); 2026 #20 Giro d'Italia (2.UWT) (hilly; field 955/178; ProfileScore 177, 2939vm, 195.0km; adjusted 0.037)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,98,LANDA Mikel,mikel-landa,0.03323,0.0,90,106,0.376,high,inferred helper; tactics unconfirmed,0.0287,0.023,0.0,0.131,0.0683,0.94,"2025 #2 S21 Stage 21 - Alalpardo › Madrid (hilly; field 872/167; ProfileScore 259, 3476vm, 167.9km; adjusted 0.072); 2025 #4 Tirreno-Adriatico (2.UWT) (unknown; field-class proxy 0.88; result profile unavailable; adjusted 0.036)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,99,ROCHAS Rémy,remy-rochas,0.03323,0.0,93,105,0.578,medium-high,inferred helper; tactics unconfirmed,0.0033,0.0033,0.0632,0.1829,0.0779,0.94,"2026 #18 Giro d'Italia (2.UWT) (flat; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.108); 2025 #4 Giro d'Italia (2.UWT) (hilly; field 946/180; ProfileScore 95, 1561vm, 180.0km; adjusted 0.067)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,100,WENZEL Mats,mats-wenzel,0.03215,0.0,92,108,0.386,high,inferred helper; tactics unconfirmed,0.0,0.0062,0.0,0.2161,0.0925,0.94,"2026 #2 O Gran Camiño - The Historical Route (2.1) (hilly; field 96/122; ProfileScore 84, 1681vm, 148.6km; adjusted 0.078); 2026 #8 Tour of Slovenia (2.Pro) (hilly; field 202/125; ProfileScore 108, 2066vm, 133.5km; adjusted 0.060)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,101,CHUMIL Sergio Geovani,sergio-geovani-chumil-gonzalez,0.03153,0.0,93,109,0.388,high,inferred helper; tactics unconfirmed,0.0001,0.004,0.0,0.234,0.1107,0.94,2026 #1 S5 Stage 5 - Caleruega › Lagunas de Neila (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.110); 2026 #1 S5 Stage 5 - Caleruega › Lagunas de Neila (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.110)
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,102,KLUCKERS Arthur,arthur-kluckers,0.03102,0.0,94,110,0.377,high,inferred helper; tactics unconfirmed,0.0187,0.0128,0.0,0.141,0.0891,0.94,"2025 #1 Tour de Pologne (2.UWT) (hilly; field-class proxy 0.88; ProfileScore 44, 1831vm, 138.6km; adjusted 0.092); 2026 #1 Tour de Pologne (2.UWT) (hilly; field 6/59; ProfileScore 43, 1718vm, 143.1km; adjusted 0.059)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,103,DÍAZ José Manuel,jose-manuel-diaz-gallego,0.03068,0.0,95,111,0.383,high,inferred helper; tactics unconfirmed,0.0006,0.008,0.0,0.1942,0.0792,0.94,"2026 #1 Volta Ciclista a Catalunya (2.UWT) (hilly; field 62/107; ProfileScore 117, 2361vm, 175.5km; adjusted 0.087); 2026 #7 La Vuelta Ciclista a España (2.UWT) (hilly; field 137/176; ProfileScore 138, 3461vm, 211.9km; adjusted 0.064)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,104,NYS Thibau,thibau-nys,0.02949,0.0,97,111,0.428,high,inferred helper; tactics unconfirmed,0.0,0.0004,0.0,0.2858,0.0666,0.94,"2026 #5 La Vuelta Ciclista a España (2.UWT) (flat; field 292/149; ProfileScore 4, 572vm, 236.7km; adjusted 0.232); 2026 #4 Tour de Suisse (2.UWT) (hilly; field 185/152; ProfileScore 152, 2964vm, 173.8km; adjusted 0.089)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,105,VAN TRICHT Floris,floris-van-tricht,0.02922,0.0,97,113,0.383,high,inferred helper; tactics unconfirmed,0.0023,0.0045,0.0,0.1868,0.1142,0.94,"2026 #2 S2 Stage 2 - Glyngøre › Skive (hilly; field 153/164; ProfileScore 83, 1963vm, 179.0km; adjusted 0.088); 2026 #3 S4 Stage 4 - Broc › Charmey (hilly; field 119/129; ProfileScore 25, 1256vm, 178.4km; adjusted 0.073)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,106,TRONCHON Bastien,bastien-tronchon,0.02848,0.0,100,112,0.522,medium-high,inferred helper; tactics unconfirmed,0.0,0.0015,0.0,0.2217,0.1158,0.94,"2025 #14 Tour de France (2.UWT) (flat; field 1711/184; ProfileScore 10, 1257vm, 171.4km; adjusted 0.084); 2026 #9 Vuelta a Burgos (2.Pro) (hilly; field 446/166; ProfileScore 50, 1517vm, 165.0km; adjusted 0.072)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,107,MARTÍ Pau,pau-marti-soriano,0.02793,0.0,100,114,0.417,high,inferred helper; tactics unconfirmed,0.0001,0.005,0.0,0.1877,0.0921,0.94,"2026 #3 Tour du Rwanda (2.1) NSN Development Team (hilly; field 238/174; ProfileScore 140, 2236vm, 177.8km; adjusted 0.095); 2026 #1 Tour du Rwanda (2.1) NSN Development Team (hilly; field 37/91; ProfileScore 100, 1827vm, 134.6km; adjusted 0.067)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,108,SENTJENS Sente,sente-sentjens,0.02773,0.0,101,115,0.489,high,inferred helper; tactics unconfirmed,0.0018,0.0018,0.0,0.23,0.0801,0.94,"2026 #2 Presidential Cycling Tour of Türkiye (2.Pro) (hilly; field 140/169; ProfileScore 93, 1962vm, 152.8km; adjusted 0.094); 2025 #2 PostNord Tour of Denmark (2.Pro) Alpecin - Deceuninck (hilly; field-class proxy 0.72; ProfileScore 22, 1558vm, 177.1km; adjusted 0.069)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,109,SOSA Iván Ramiro,ivan-ramiro-sosa,0.02755,0.0,101,117,0.375,high,inferred helper; tactics unconfirmed,0.0001,0.0122,0.0,0.1204,0.0599,0.94,"2026 #2 Volta Ciclista a Catalunya (2.UWT) (hilly; field 56/160; ProfileScore 0, 3381vm, 207.4km; adjusted 0.082); 2026 #5 Volta Ciclista a Catalunya (2.UWT) (hilly; field 62/107; ProfileScore 117, 2361vm, 175.5km; adjusted 0.062)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,110,DUNBAR Eddie,edward-irl-dunbar,0.02682,0.0,102,118,0.378,high,inferred helper; tactics unconfirmed,0.0139,0.0111,0.0,0.1436,0.0699,0.94,"2025 #4 S8 Stage 8 - Saint-Méen-le-Grand › Laval (Espace Mayenne) (hilly; field 1711/186; ProfileScore 143, 3309vm, 201.5km; adjusted 0.075); 2024 #1 La Vuelta Ciclista a España (2.UWT) (hilly; field 916/169; ProfileScore 148, 2890vm, 164.2km; adjusted 0.041)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,111,KONRAD Patrick,patrick-konrad,0.02655,0.0,104,118,0.451,high,inferred helper; tactics unconfirmed,0.0003,0.0007,0.0,0.187,0.1352,0.94,"2026 #3 Tour of Austria (2.1) (flat; field 108/134; ProfileScore 34, 771vm, 109.0km; adjusted 0.188); 2025 #6 Santos Tour Down Under (2.UWT) (hilly; field 358/149; ProfileScore 146, 2648vm, 147.5km; adjusted 0.041)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,112,WIDAR Jarno,jarno-widar,0.02632,0.0,104,120,0.382,high,inferred helper; tactics unconfirmed,0.0001,0.0058,0.0,0.1837,0.0716,0.94,"2026 #4 Volta ao Algarve em Bicicleta (2.Pro) (hilly; field 238/174; ProfileScore 140, 2236vm, 177.8km; adjusted 0.091); 2026 #6 Tour de Suisse (2.UWT) (hilly; field 185/152; ProfileScore 152, 2964vm, 173.8km; adjusted 0.075)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,113,MADOUAS Valentin,valentin-madouas,0.02604,0.0,105,121,0.379,high,inferred helper; tactics unconfirmed,0.0002,0.0075,0.0,0.152,0.0827,0.94,"2026 #14 Tour de Pologne (2.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.061); 2025 #3 Tour de Suisse (2.UWT) (hilly; field 316/164; ProfileScore 18, 1480vm, 203.8km; adjusted 0.051)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,114,GOGL Michael,michael-gogl,0.02565,0.0,106,122,0.379,high,inferred helper; tactics unconfirmed,0.0005,0.0008,0.0,0.1587,0.124,0.94,"2026 #1 La Vuelta Ciclista a España (2.UWT) (unknown; field-class proxy 0.88; ProfileScore 1, 124vm, 48.0km; adjusted 0.112); 2026 #6 S5 Stage 5 - Langenlois › Wien (hilly; field 108/142; ProfileScore 153, 2718vm, 188.0km; adjusted 0.056)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,115,TORRES Pablo,pablo-torres-arias,0.02564,0.0,107,123,0.396,high,inferred helper; tactics unconfirmed,0.0001,0.0146,0.0,0.0993,0.0358,0.94,2026 #8 Vuelta a Burgos (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.047); 2026 #8 Vuelta a Burgos (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.047)
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,116,VAN BOVEN Luca,luca-van-boven,0.02527,0.0,110,122,0.52,medium-high,inferred helper; tactics unconfirmed,0.0001,0.0032,0.0,0.2019,0.0642,0.94,"2026 #17 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (flat; field 292/149; ProfileScore 4, 572vm, 236.7km; adjusted 0.082); 2026 #7 4 Jours de Dunkerque / GP des Hauts de France (2.Pro) (hilly; field 275/140; ProfileScore 82, 1677vm, 162.6km; adjusted 0.072)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,117,LABROSSE Jordan,jordan-labrosse,0.02519,0.0,109,125,0.381,high,inferred helper; tactics unconfirmed,0.0004,0.0023,0.0,0.1715,0.1101,0.94,"2026 #4 Vuelta a Burgos (2.Pro) (hilly; field 446/166; ProfileScore 50, 1517vm, 165.0km; adjusted 0.112); 2026 #11 S6 Stage 6 - Goizper-Antzuola › Bergara (hilly; field 683/183; ProfileScore 182, 3567vm, 203.0km; adjusted 0.066)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,118,WARBASSE Larry,lawrence-warbasse,0.02498,0.0,111,125,0.439,high,inferred helper; tactics unconfirmed,0.0018,0.0027,0.0,0.1881,0.0966,0.94,"2026 #2 Vuelta a Burgos (2.Pro) (flat; field 5/42; ProfileScore 1, 46vm, 33.4km; adjusted 0.114); 2026 #11 Giro d'Italia (2.UWT) (hilly; field 955/171; ProfileScore 85, 1326vm, 189.0km; adjusted 0.082)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,119,MOSCA Jacopo,jacopo-mosca,0.02472,0.0,112,126,0.485,high,inferred helper; tactics unconfirmed,0.0006,0.0015,0.0,0.1861,0.0791,0.94,"2026 #11 Tour de Hongrie (2.Pro) (flat; field 153/124; ProfileScore 11, 455vm, 205.8km; adjusted 0.107); 2026 #13 S7 Stage 7 - Barcelona › Barcelona (hilly; field 821/165; ProfileScore 97, 2844vm, 151.0km; adjusted 0.060)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,120,SHAW James,james-shaw,0.02461,0.0,113,127,0.413,high,inferred helper; tactics unconfirmed,0.0011,0.0027,0.0,0.1563,0.1061,0.94,"2026 #6 Itzulia Basque Country (2.UWT) (hilly; field 702/156; ProfileScore 154, 2709vm, 152.8km; adjusted 0.113); 2026 #4 Tour of Austria (2.1) (hilly; field 108/136; ProfileScore 147, 2436vm, 170.5km; adjusted 0.069)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,121,HAMILTON Chris,chris-hamilton,0.02434,0.0,113,129,0.376,high,inferred co-option,0.0048,0.0052,0.0,0.1266,0.0848,1.0,"2026 #11 Santos Tour Down Under (2.UWT) (hilly; field 412/150; ProfileScore 80, 1870vm, 140.8km; adjusted 0.061); 2026 #15 Santos Tour Down Under (2.UWT) (hilly; field 412/150; ProfileScore 169, 2787vm, 148.1km; adjusted 0.043)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,122,ALLENO Clément,clement-alleno,0.02324,0.0,114,130,0.377,high,inferred helper; tactics unconfirmed,0.0,0.0045,0.0,0.1399,0.0857,0.94,"2026 #8 Tour of Hainan (2.Pro) (hilly; field 138/137; ProfileScore 43, 938vm, 132.7km; adjusted 0.054); 2026 #4 Pune Grand Tour (2.2) (unknown; field-class proxy 0.46; result profile unavailable; adjusted 0.042)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,123,PICKERING Finlay,finlay-pickering,0.02323,0.0,115,131,0.38,high,inferred helper; tactics unconfirmed,0.0005,0.003,0.0,0.16,0.083,0.94,"2026 #5 Tour de Suisse (2.UWT) (hilly; field 584/146; ProfileScore 118, 2460vm, 157.7km; adjusted 0.116); 2026 #7 Tour of Austria (2.1) (hilly; field 108/142; ProfileScore 153, 2718vm, 188.0km; adjusted 0.053)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,124,VADER Milan,milan-vader,0.02311,0.0,116,132,0.381,high,inferred helper; tactics unconfirmed,0.0,0.0004,0.0,0.1741,0.0878,0.94,"2026 #8 Vuelta a Burgos (2.Pro) (hilly; field 446/166; ProfileScore 50, 1517vm, 165.0km; adjusted 0.079); 2026 #7 Settimana Internazionale Coppi e Bartali (2.1) (hilly; field 126/149; ProfileScore 128, 2414vm, 161.1km; adjusted 0.056)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,125,VALTER Attila,attila-valter,0.02166,0.0,117,133,0.378,high,inferred helper; tactics unconfirmed,0.0021,0.0032,0.0,0.1478,0.0749,0.94,2026 #8 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.103); 2026 #10 Tirreno-Adriatico (2.UWT) (unknown; field-class proxy 0.88; result profile unavailable; adjusted 0.048)
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,126,HAIG Jack,jack-haig,0.02157,0.0,118,134,0.37,high,inferred helper; tactics unconfirmed,0.0217,0.0153,0.0,0.0767,0.0191,0.94,"2025 #9 Volta a la Comunitat Valenciana (2.Pro) (hilly; field 308/166; ProfileScore 134, 2157vm, 184.0km; adjusted 0.029); 2025 #15 Itzulia Basque Country (2.UWT) (hilly; field 696/168; ProfileScore 145, 2656vm, 172.3km; adjusted 0.023)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,127,COVI Alessandro,alessandro-covi,0.02099,0.0,120,134,0.413,high,inferred helper; tactics unconfirmed,0.0,0.0017,0.0,0.1544,0.0847,0.94,"2026 #23 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (flat; field 773/153; ProfileScore 48, 2200vm, 195.8km; adjusted 0.061); 2026 #15 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (hilly; field 773/155; ProfileScore 54, 2111vm, 167.4km; adjusted 0.049)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,128,CRAPS Lars,lars-craps,0.02089,0.0,120,136,0.378,high,inferred helper; tactics unconfirmed,0.0002,0.0026,0.0,0.1422,0.0701,0.94,"2026 #8 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/155; ProfileScore 54, 2111vm, 167.4km; adjusted 0.098); 2026 #17 S16 (ITT) Stage 16 (ITT) - Évian-les-Bains › Thonon-les-Bains (hilly; field 1567/179; ProfileScore 109, 2309vm, 205.8km; adjusted 0.054)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,129,BERNARD Julien,julien-bernard,0.02002,0.0,121,137,0.375,high,inferred helper; tactics unconfirmed,0.0024,0.0051,0.0,0.1217,0.0636,0.94,"2026 #12 Circuito de Getxo - Memorial Hermanos Otxoa (1.1) (hilly; field-class proxy 0.60; one-day race proxy; exact profile unavailable; adjusted 0.050); 2025 #8 Critérium du Dauphiné (2.UWT) (hilly; field 837/160; ProfileScore 79, 3036vm, 207.2km; adjusted 0.045)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,130,BARTA Will,william-barta,0.02,0.0,123,137,0.413,high,inferred helper; tactics unconfirmed,0.0033,0.0028,0.0,0.1561,0.051,0.94,"2026 #3 Tour de Pologne (2.UWT) (flat; field 5/42; ProfileScore 1, 46vm, 33.4km; adjusted 0.117); 2025 #6 Tour de France (2.UWT) (hilly; field 1711/186; ProfileScore 143, 3309vm, 201.5km; adjusted 0.068)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,131,DE JONG Timo,timo-de-jong,0.01998,0.0,124,138,0.448,high,inferred helper; tactics unconfirmed,0.0,0.0004,0.0,0.1667,0.0774,0.94,"2025 #1 Arctic Race of Norway (2.Pro) Team Picnic PostNL (flat; field 4/158; ProfileScore 0, 405vm, 175.1km; adjusted 0.067); 2025 #1 NIBC Tour of Holland (2.1) (hilly; field 246/120; ProfileScore 40, 891vm, 159.0km; adjusted 0.050)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,132,DE PESTEL Sander,sander-de-pestel,0.01961,0.0,125,139,0.408,high,inferred helper; tactics unconfirmed,0.0061,0.0051,0.0,0.1139,0.0614,0.94,"2024 #5 Baloise Belgium Tour (2.Pro) (flat; field 441/159; ProfileScore 8, 1114vm, 186.2km; adjusted 0.055); 2026 #5 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (hilly; field 52/38; ProfileScore 29, 422vm, 20.7km; adjusted 0.054)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,133,GLOAG Thomas,thomas-gloag,0.01948,0.0,125,141,0.374,high,inferred helper; tactics unconfirmed,0.0,0.0048,0.0,0.1127,0.0697,0.94,"2026 #10 Volta ao Algarve em Bicicleta (2.Pro) (hilly; field 238/174; ProfileScore 140, 2236vm, 177.8km; adjusted 0.054); 2025 #5 Santos Tour Down Under (2.UWT) (hilly; field 358/149; ProfileScore 146, 2648vm, 147.5km; adjusted 0.045)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,134,GLIVAR Gal,gal-glivar,0.01916,0.0,126,142,0.378,high,inferred helper; tactics unconfirmed,0.0001,0.003,0.0,0.1435,0.0404,0.94,"2026 #8 Strade Bianche (1.UWT) (hilly; field 376/144; ProfileScore 90, 1642vm, 182.3km; adjusted 0.077); 2026 #16 Santos Tour Down Under (2.UWT) (hilly; field 412/150; ProfileScore 169, 2787vm, 148.1km; adjusted 0.040)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,135,ROULAND Louis,louis-rouland,0.01913,0.0,128,142,0.411,high,inferred helper; tactics unconfirmed,0.0002,0.0024,0.0,0.1396,0.0571,0.94,"2026 #8 Tour de Hongrie (2.Pro) (hilly; field 98/128; ProfileScore 245, 3054vm, 185.2km; adjusted 0.050); 2026 #13 Tour of Oman (2.Pro) (hilly; field 338/131; ProfileScore 85, 1606vm, 191.3km; adjusted 0.046)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,136,MCKENZIE Hamish,hamish-mckenzie,0.01908,0.0,129,143,0.449,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.1752,0.0484,0.94,"2026 #5 Tour of Austria (2.1) (flat; field 108/134; ProfileScore 34, 771vm, 109.0km; adjusted 0.158); 2026 #21 S6 Stage 6 - Saint-Vulbas › Crest-Voland (flat; field 773/153; ProfileScore 48, 2200vm, 195.8km; adjusted 0.073)"
